/usr/bin/java -Xmx64G -XX:MaxDirectMemorySize=64G -classpath /root/YCSB/conf:/root/YCSB/core/target/core-0.18.0-SNAPSHOT.jar:/root/YCSB/rocksdb/target/rocksdb-binding-0.18.0-SNAPSHOT.jar:/root/YCSB/rocksdb/target/dependency/HdrHistogram-2.1.4.jar:/root/YCSB/rocksdb/target/dependency/animal-sniffer-annotations-1.19.jar:/root/YCSB/rocksdb/target/dependency/annotations-4.1.1.4.jar:/root/YCSB/rocksdb/target/dependency/checker-compat-qual-2.5.5.jar:/root/YCSB/rocksdb/target/dependency/error_prone_annotations-2.4.0.jar:/root/YCSB/rocksdb/target/dependency/failureaccess-1.0.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-api-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-context-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-core-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-netty-shaded-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-protobuf-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-protobuf-lite-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-stub-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/gson-2.8.6.jar:/root/YCSB/rocksdb/target/dependency/guava-30.0-android.jar:/root/YCSB/rocksdb/target/dependency/htrace-core4-4.1.0-incubating.jar:/root/YCSB/rocksdb/target/dependency/j2objc-annotations-1.3.jar:/root/YCSB/rocksdb/target/dependency/jcip-annotations-1.0.jar:/root/YCSB/rocksdb/target/dependency/jsr305-3.0.2.jar:/root/YCSB/rocksdb/target/dependency/listenablefuture-9999.0-empty-to-avoid-conflict-with-guava.jar:/root/YCSB/rocksdb/target/dependency/perfmark-api-0.23.0.jar:/root/YCSB/rocksdb/target/dependency/proto-google-common-protos-2.0.1.jar:/root/YCSB/rocksdb/target/dependency/protobuf-java-3.12.0.jar:/root/YCSB/rocksdb/target/dependency/rocksdbjni-6.14.0.jar:/root/YCSB/rocksdb/target/dependency/slf4j-api-1.7.25.jar:/root/YCSB/rocksdb/target/dependency/slf4j-simple-1.7.25.jar site.ycsb.Client -load -db site.ycsb.db.rocksdb.RocksDBClient -s -P workloads/workloada -p rocksdb.dir=null -p replicator=localhost:50040 -p shard=2 -p status.interval=1000 -p target=120000 -threads 4
Command line: -load -db site.ycsb.db.rocksdb.RocksDBClient -s -P workloads/workloada -p rocksdb.dir=null -p replicator=localhost:50040 -p shard=2 -p status.interval=1000 -p target=120000 -threads 4
threadcount: 4
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
[Thread-5] INFO site.ycsb.db.rocksdb.RocksDBClient - RocksDB data dir: null
2025-05-01 05:10:18:408 0 sec: 0 operations; est completion in 0 second 
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2025-05-01 05:10:19:385 1 sec: 48000 operations; 48000 current ops/sec; est completion in 8 minutes [INSERT: Count=48000, Max=459519, Min=251520, Avg=360328, 90=456959, 99=459519, 99.9=459519, 99.99=459519] 
2025-05-01 05:20:57:301 278 sec: 19033000 operations; 75000 current ops/sec; est completion in 41 seconds [READ: Count=41000, Max=211839, Min=144768, Avg=163573.07, 90=176127, 99=211839, 99.9=211839, 99.99=211839] [UPDATE: Count=34000, Max=86573055, Min=75563008, Avg=79242661.65, 90=86507519, 99=86573055, 99.9=86573055, 99.99=86573055] 
2025-05-01 05:20:58:301 279 sec: 19110000 operations; 77000 current ops/sec; est completion in 40 seconds [READ: Count=40000, Max=239743, Min=131968, Avg=166918.4, 90=207615, 99=239743, 99.9=239743, 99.99=239743] [UPDATE: Count=37000, Max=86573055, Min=75759616, Avg=79797164.97, 90=86507519, 99=86573055, 99.9=86573055, 99.99=86573055] 
2025-05-01 05:20:59:301 280 sec: 19187000 operations; 77000 current ops/sec; est completion in 39 seconds [READ: Count=40000, Max=246015, Min=129280, Avg=160367.2, 90=181247, 99=246015, 99.9=246015, 99.99=246015] [UPDATE: Count=37000, Max=86507519, Min=76021760, Avg=79784766.27, 90=86441983, 99=86507519, 99.9=86507519, 99.99=86507519] 
2025-05-01 05:21:00:301 281 sec: 19267000 operations; 80000 current ops/sec; est completion in 38 seconds [READ: Count=41000, Max=187391, Min=130880, Avg=153555.51, 90=171775, 99=187391, 99.9=187391, 99.99=187391] [UPDATE: Count=39000, Max=86376447, Min=76218368, Avg=79648925.54, 90=86310911, 99=86376447, 99.9=86376447, 99.99=86376447] 
2025-05-01 05:21:01:301 282 sec: 19340000 operations; 73000 current ops/sec; est completion in 36 seconds [READ: Count=40000, Max=268287, Min=119936, Avg=171581.6, 90=211839, 99=268287, 99.9=268287, 99.99=268287] [UPDATE: Count=33000, Max=86179839, Min=76546048, Avg=80556652.61, 90=86179839, 99=86179839, 99.9=86179839, 99.99=86179839] 
2025-05-01 05:21:02:301 283 sec: 19420000 operations; 80000 current ops/sec; est completion in 35 seconds [READ: Count=39000, Max=179839, Min=133504, Avg=155373.95, 90=175103, 99=179839, 99.9=179839, 99.99=179839] [UPDATE: Count=41000, Max=86179839, Min=76677120, Avg=79882789.46, 90=85983231, 99=86179839, 99.9=86179839, 99.99=86179839] 
2025-05-01 05:21:03:301 284 sec: 19496000 operations; 76000 current ops/sec; est completion in 34 seconds [READ: Count=39000, Max=228991, Min=132736, Avg=155751.38, 90=172671, 99=228991, 99.9=228991, 99.99=228991] [UPDATE: Count=37000, Max=85917695, Min=76873728, Avg=79859158.49, 90=85852159, 99=85917695, 99.9=85917695, 99.99=85917695] 
2025-05-01 05:21:04:301 285 sec: 19577000 operations; 81000 current ops/sec; est completion in 33 seconds [READ: Count=41000, Max=251519, Min=129536, Avg=164992.78, 90=210175, 99=251519, 99.9=251519, 99.99=251519] [UPDATE: Count=40000, Max=85721087, Min=76873728, Avg=79965388.8, 90=85655551, 99=85721087, 99.9=85721087, 99.99=85721087] 
2025-05-01 05:21:05:301 286 sec: 19658000 operations; 81000 current ops/sec; est completion in 32 seconds [READ: Count=40000, Max=179967, Min=130880, Avg=149565.6, 90=170879, 99=179967, 99.9=179967, 99.99=179967] [UPDATE: Count=41000, Max=85524479, Min=76677120, Avg=80009066.15, 90=85458943, 99=85524479, 99.9=85524479, 99.99=85524479] 
2025-05-01 05:21:06:301 287 sec: 19740000 operations; 82000 current ops/sec; est completion in 31 seconds [READ: Count=40000, Max=218239, Min=128128, Avg=146257.6, 90=170879, 99=218239, 99.9=218239, 99.99=218239] [UPDATE: Count=42000, Max=85262335, Min=76546048, Avg=79729225.14, 90=85262335, 99=85262335, 99.9=85262335, 99.99=85262335] 
2025-05-01 05:21:07:301 288 sec: 19824000 operations; 84000 current ops/sec; est completion in 29 seconds [READ: Count=40000, Max=158975, Min=127360, Avg=138534.4, 90=147967, 99=158975, 99.9=158975, 99.99=158975] [UPDATE: Count=44000, Max=85131263, Min=76349440, Avg=79578577.45, 90=85000191, 99=85131263, 99.9=85131263, 99.99=85131263] 
2025-05-01 05:21:08:301 289 sec: 19902000 operations; 78000 current ops/sec; est completion in 28 seconds [READ: Count=39000, Max=285695, Min=130048, Avg=160985.44, 90=235903, 99=285695, 99.9=285695, 99.99=285695] [UPDATE: Count=39000, Max=85000191, Min=76283904, Avg=79237225.03, 90=84934655, 99=85000191, 99.9=85000191, 99.99=85000191] 
2025-05-01 05:21:09:301 290 sec: 19976000 operations; 74000 current ops/sec; est completion in 27 seconds [READ: Count=39000, Max=212991, Min=140288, Avg=158419.69, 90=184575, 99=212991, 99.9=212991, 99.99=212991] [UPDATE: Count=35000, Max=85065727, Min=76349440, Avg=79494231.77, 90=85000191, 99=85065727, 99.9=85065727, 99.99=85065727] 
2025-05-01 05:21:10:301 291 sec: 20050000 operations; 74000 current ops/sec; est completion in 26 seconds [READ: Count=41000, Max=175103, Min=144128, Avg=157544.59, 90=168703, 99=175103, 99.9=175103, 99.99=175103] [UPDATE: Count=33000, Max=85196799, Min=76349440, Avg=79754333.09, 90=85065727, 99=85196799, 99.9=85196799, 99.99=85196799] 
2025-05-01 05:21:11:301 292 sec: 20123000 operations; 73000 current ops/sec; est completion in 25 seconds [READ: Count=38000, Max=316927, Min=133888, Avg=169581.47, 90=261119, 99=316927, 99.9=316927, 99.99=316927] [UPDATE: Count=35000, Max=85393407, Min=76480512, Avg=79385629.26, 90=85262335, 99=85393407, 99.9=85393407, 99.99=85393407] 
2025-05-01 05:21:12:301 293 sec: 20196000 operations; 73000 current ops/sec; est completion in 24 seconds [READ: Count=42000, Max=384511, Min=136576, Avg=187913.14, 90=261631, 99=384511, 99.9=384511, 99.99=384511] [UPDATE: Count=31000, Max=85655551, Min=76677120, Avg=79986688, 90=85524479, 99=85655551, 99.9=85655551, 99.99=85655551] 
2025-05-01 05:21:13:301 294 sec: 20272000 operations; 76000 current ops/sec; est completion in 22 seconds [READ: Count=39000, Max=218879, Min=138368, Avg=154048, 90=169087, 99=218879, 99.9=218879, 99.99=218879] [UPDATE: Count=37000, Max=85852159, Min=76939264, Avg=79818419.89, 90=85721087, 99=85852159, 99.9=85852159, 99.99=85852159] 
2025-05-01 05:21:14:301 295 sec: 20348000 operations; 76000 current ops/sec; est completion in 21 seconds [READ: Count=41000, Max=310271, Min=135040, Avg=164559.61, 90=200319, 99=310271, 99.9=310271, 99.99=310271] [UPDATE: Count=35000, Max=85983231, Min=77266944, Avg=80048479.09, 90=85983231, 99=85983231, 99.9=85983231, 99.99=85983231] 
2025-05-01 05:21:15:301 296 sec: 20423000 operations; 75000 current ops/sec; est completion in 20 seconds [READ: Count=39000, Max=167807, Min=126464, Avg=146900.51, 90=165119, 99=167807, 99.9=167807, 99.99=167807] [UPDATE: Count=36000, Max=86114303, Min=77266944, Avg=80234268.44, 90=86048767, 99=86114303, 99.9=86114303, 99.99=86114303] 
2025-05-01 05:21:16:301 297 sec: 20489000 operations; 66000 current ops/sec; est completion in 19 seconds [READ: Count=41000, Max=235903, Min=114880, Avg=146848.78, 90=183807, 99=235903, 99.9=235903, 99.99=235903] [UPDATE: Count=25000, Max=86310911, Min=77463552, Avg=80424468.48, 90=86245375, 99=86310911, 99.9=86310911, 99.99=86310911] 
2025-05-01 05:21:17:301 298 sec: 20552000 operations; 63000 current ops/sec; est completion in 18 seconds [READ: Count=40000, Max=181759, Min=112960, Avg=142512, 90=172543, 99=181759, 99.9=181759, 99.99=181759] [UPDATE: Count=23000, Max=86573055, Min=77463552, Avg=81055209.74, 90=86441983, 99=86573055, 99.9=86573055, 99.99=86573055] 
2025-05-01 05:21:18:301 299 sec: 20617000 operations; 65000 current ops/sec; est completion in 17 seconds [READ: Count=38000, Max=323327, Min=117056, Avg=149540.21, 90=167551, 99=323327, 99.9=323327, 99.99=323327] [UPDATE: Count=27000, Max=86573055, Min=77266944, Avg=81889659.26, 90=86573055, 99=86573055, 99.9=86573055, 99.99=86573055] 
2025-05-01 05:21:19:301 300 sec: 20688000 operations; 71000 current ops/sec; est completion in 15 seconds [READ: Count=41000, Max=302079, Min=144000, Avg=187793.17, 90=260607, 99=302079, 99.9=302079, 99.99=302079] [UPDATE: Count=30000, Max=86704127, Min=77398016, Avg=82219281.07, 90=86573055, 99=86704127, 99.9=86704127, 99.99=86704127] 
2025-05-01 05:21:20:301 301 sec: 20763000 operations; 75000 current ops/sec; est completion in 14 seconds [READ: Count=41000, Max=229119, Min=135168, Avg=156526.83, 90=183039, 99=229119, 99.9=229119, 99.99=229119] [UPDATE: Count=34000, Max=86638591, Min=77529088, Avg=82016376.47, 90=86638591, 99=86638591, 99.9=86638591, 99.99=86638591] 
2025-05-01 05:21:21:301 302 sec: 20839000 operations; 76000 current ops/sec; est completion in 13 seconds [READ: Count=40000, Max=159231, Min=135680, Avg=145187.2, 90=151167, 99=159231, 99.9=159231, 99.99=159231] [UPDATE: Count=36000, Max=86573055, Min=77594624, Avg=82096583.11, 90=86573055, 99=86573055, 99.9=86573055, 99.99=86573055] 
2025-05-01 05:21:22:301 303 sec: 20905000 operations; 66000 current ops/sec; est completion in 12 seconds [READ: Count=39000, Max=206207, Min=120448, Avg=156038.56, 90=175743, 99=206207, 99.9=206207, 99.99=206207] [UPDATE: Count=27000, Max=86573055, Min=77660160, Avg=82348411.26, 90=86507519, 99=86573055, 99.9=86573055, 99.99=86573055] 
2025-05-01 05:21:23:301 304 sec: 20975000 operations; 70000 current ops/sec; est completion in 11 seconds [READ: Count=40000, Max=267263, Min=148992, Avg=180902.4, 90=239487, 99=267263, 99.9=267263, 99.99=267263] [UPDATE: Count=30000, Max=86835199, Min=77987840, Avg=82586282.67, 90=86704127, 99=86835199, 99.9=86835199, 99.99=86835199] 
2025-05-01 05:21:24:301 305 sec: 21049000 operations; 74000 current ops/sec; est completion in 10 seconds [READ: Count=40000, Max=178687, Min=145792, Avg=162563.2, 90=171519, 99=178687, 99.9=178687, 99.99=178687] [UPDATE: Count=34000, Max=87031807, Min=78118912, Avg=82638968.47, 90=86900735, 99=87031807, 99.9=87031807, 99.99=87031807] 
2025-05-01 05:21:25:301 306 sec: 21119000 operations; 70000 current ops/sec; est completion in 8 second [READ: Count=40000, Max=263935, Min=147456, Avg=174753.6, 90=201727, 99=263935, 99.9=263935, 99.99=263935] [UPDATE: Count=30000, Max=87293951, Min=78315520, Avg=82728277.33, 90=86966271, 99=87293951, 99.9=87293951, 99.99=87293951] 
2025-05-01 05:21:26:301 307 sec: 21190000 operations; 71000 current ops/sec; est completion in 7 second [READ: Count=40000, Max=292095, Min=150016, Avg=181067.2, 90=235135, 99=292095, 99.9=292095, 99.99=292095] [UPDATE: Count=31000, Max=87425023, Min=78512128, Avg=83037283.1, 90=87293951, 99=87425023, 99.9=87425023, 99.99=87425023] 
2025-05-01 05:21:27:301 308 sec: 21265000 operations; 75000 current ops/sec; est completion in 6 second [READ: Count=40000, Max=174591, Min=147584, Avg=161718.4, 90=171647, 99=174591, 99.9=174591, 99.99=174591] [UPDATE: Count=35000, Max=87621631, Min=78708736, Avg=83385197.71, 90=87490559, 99=87621631, 99.9=87621631, 99.99=87621631] 
2025-05-01 05:21:28:301 309 sec: 21334000 operations; 69000 current ops/sec; est completion in 5 second [READ: Count=41000, Max=286975, Min=151424, Avg=173421.27, 90=201215, 99=286975, 99.9=286975, 99.99=286975] [UPDATE: Count=28000, Max=87818239, Min=78839808, Avg=83261147.43, 90=87752703, 99=87818239, 99.9=87818239, 99.99=87818239] 
2025-05-01 05:21:29:301 310 sec: 21408000 operations; 74000 current ops/sec; est completion in 4 second [READ: Count=40000, Max=248703, Min=147584, Avg=166886.4, 90=178559, 99=248703, 99.9=248703, 99.99=248703] [UPDATE: Count=34000, Max=88014847, Min=79167488, Avg=83897645.18, 90=87883775, 99=88014847, 99.9=88014847, 99.99=88014847] 
2025-05-01 05:21:30:301 311 sec: 21477000 operations; 69000 current ops/sec; est completion in 3 second [READ: Count=39000, Max=223231, Min=143872, Avg=159318.97, 90=180351, 99=223231, 99.9=223231, 99.99=223231] [UPDATE: Count=30000, Max=88145919, Min=79364096, Avg=84041181.87, 90=88080383, 99=88145919, 99.9=88145919, 99.99=88145919] 
2025-05-01 05:21:31:301 312 sec: 21549000 operations; 72000 current ops/sec; est completion in 1 second [READ: Count=40000, Max=296191, Min=144384, Avg=175715.2, 90=228991, 99=296191, 99.9=296191, 99.99=296191] [UPDATE: Count=32000, Max=88276991, Min=81788928, Avg=84439040, 90=88211455, 99=88276991, 99.9=88276991, 99.99=88276991] 
Client 3 sends TerminationMsg to shard 0
Client 1 sends TerminationMsg to shard 0
Client 3 sends TerminationMsg to shard 1
Client 1 sends TerminationMsg to shard 1
Client 2 sends TerminationMsg to shard 0
Client 2 sends TerminationMsg to shard 1
Client 0 sends TerminationMsg to shard 0
Client 0 sends TerminationMsg to shard 1
2025-05-01 05:21:32:301 313 sec: 21625716 operations; 76716 current ops/sec; [READ: Count=43716, Max=216319, Min=121728, Avg=157130.91, 90=174847, 99=216319, 99.9=216319, 99.99=216319] [UPDATE: Count=33000, Max=88473599, Min=81854464, Avg=84576193.94, 90=88276991, 99=88473599, 99.9=88473599, 99.99=88473599] 
2025-05-01 05:21:33:301 314 sec: 21663686 operations; 37970 current ops/sec; [READ: Count=970, Max=192767, Min=174208, Avg=188466.54, 90=192767, 99=192767, 99.9=192767, 99.99=192767] [UPDATE: Count=37000, Max=88473599, Min=81985536, Avg=84225273.08, 90=88473599, 99=88473599, 99.9=88473599, 99.99=88473599] 
2025-05-01 05:21:34:301 315 sec: 21703686 operations; 40000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=40000, Max=88539135, Min=81920000, Avg=84269465.6, 90=88539135, 99=88539135, 99.9=88539135, 99.99=88539135] 
2025-05-01 05:21:35:301 316 sec: 21742686 operations; 39000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=39000, Max=88539135, Min=81657856, Avg=84172589.95, 90=88539135, 99=88539135, 99.9=88539135, 99.99=88539135] 
2025-05-01 05:21:36:301 317 sec: 21783686 operations; 41000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=41000, Max=88539135, Min=81395712, Avg=83835729.17, 90=88408063, 99=88539135, 99.9=88539135, 99.99=88539135] 
2025-05-01 05:21:37:301 318 sec: 21820686 operations; 37000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=37000, Max=88276991, Min=81068032, Avg=83229834.38, 90=88145919, 99=88276991, 99.9=88276991, 99.99=88276991] 
2025-05-01 05:21:38:301 319 sec: 21859686 operations; 39000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=39000, Max=88014847, Min=80740352, Avg=82942529.64, 90=87949311, 99=88014847, 99.9=88014847, 99.99=88014847] 
2025-05-01 05:21:39:301 320 sec: 21896686 operations; 37000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=37000, Max=87818239, Min=80478208, Avg=82689605.19, 90=87752703, 99=87818239, 99.9=87818239, 99.99=87818239] 
2025-05-01 05:21:40:301 321 sec: 21932686 operations; 36000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=36000, Max=87621631, Min=80084992, Avg=82540771.56, 90=87490559, 99=87621631, 99.9=87621631, 99.99=87621631] 
2025-05-01 05:21:41:301 322 sec: 21960686 operations; 28000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=28000, Max=87359487, Min=79691776, Avg=82704091.43, 90=87228415, 99=87359487, 99.9=87359487, 99.99=87359487] 
2025-05-01 05:21:42:301 323 sec: 21992686 operations; 32000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=32000, Max=91488255, Min=79560704, Avg=83869696, 90=91422719, 99=91488255, 99.9=91488255, 99.99=91488255] 
2025-05-01 05:21:43:301 324 sec: 22026686 operations; 34000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=34000, Max=91488255, Min=79626240, Avg=84042209.88, 90=91422719, 99=91488255, 99.9=91488255, 99.99=91488255] 
2025-05-01 05:21:44:301 325 sec: 22059686 operations; 33000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=33000, Max=91422719, Min=79560704, Avg=83906932.36, 90=91357183, 99=91422719, 99.9=91422719, 99.99=91422719] 
2025-05-01 05:21:45:301 326 sec: 22095686 operations; 36000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=36000, Max=91357183, Min=79560704, Avg=83500145.78, 90=91357183, 99=91357183, 99.9=91357183, 99.99=91357183] 
2025-05-01 05:21:46:301 327 sec: 22123686 operations; 28000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=28000, Max=91422719, Min=79560704, Avg=84068644.57, 90=91422719, 99=91422719, 99.9=91422719, 99.99=91422719] 
2025-05-01 05:21:47:301 328 sec: 22161686 operations; 38000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=38000, Max=98959359, Min=79560704, Avg=86160869.05, 90=98828287, 99=98959359, 99.9=98959359, 99.99=98959359] 
2025-05-01 05:21:48:301 329 sec: 22205686 operations; 44000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=44000, Max=98893823, Min=79626240, Avg=86133666.91, 90=98762751, 99=98893823, 99.9=98893823, 99.99=98893823] 
2025-05-01 05:21:49:301 330 sec: 22247686 operations; 42000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=42000, Max=98697215, Min=79691776, Avg=86168917.33, 90=98566143, 99=98697215, 99.9=98697215, 99.99=98697215] 
2025-05-01 05:21:50:301 331 sec: 22287686 operations; 40000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=40000, Max=98566143, Min=79691776, Avg=85825945.6, 90=98566143, 99=98566143, 99.9=98566143, 99.99=98566143] 
2025-05-01 05:21:51:301 332 sec: 22325686 operations; 38000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=38000, Max=98500607, Min=79757312, Avg=86412665.26, 90=98500607, 99=98500607, 99.9=98500607, 99.99=98500607] 
2025-05-01 05:21:52:301 333 sec: 22364686 operations; 39000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=39000, Max=98500607, Min=79888384, Avg=85926938.26, 90=98435071, 99=98500607, 99.9=98500607, 99.99=98500607] 
2025-05-01 05:21:53:301 334 sec: 22405686 operations; 41000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=41000, Max=98435071, Min=79888384, Avg=85891321.76, 90=98369535, 99=98435071, 99.9=98435071, 99.99=98435071] 
2025-05-01 05:21:54:301 335 sec: 22443686 operations; 38000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=38000, Max=98435071, Min=79888384, Avg=86243651.37, 90=98369535, 99=98435071, 99.9=98435071, 99.99=98435071] 
2025-05-01 05:21:55:301 336 sec: 22477686 operations; 34000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=34000, Max=98435071, Min=81985536, Avg=87611994.35, 90=98369535, 99=98435071, 99.9=98435071, 99.99=98435071] 
2025-05-01 05:21:56:301 337 sec: 22507686 operations; 30000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=30000, Max=98500607, Min=82051072, Avg=87796394.67, 90=98500607, 99=98500607, 99.9=98500607, 99.99=98500607] 
2025-05-01 05:21:57:301 338 sec: 22540686 operations; 33000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=33000, Max=98566143, Min=82182144, Avg=87350551.27, 90=98500607, 99=98566143, 99.9=98566143, 99.99=98566143] 
2025-05-01 05:21:58:301 339 sec: 22577686 operations; 37000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=37000, Max=98435071, Min=81985536, Avg=87468419.46, 90=98369535, 99=98435071, 99.9=98435071, 99.99=98435071] 
2025-05-01 05:21:59:301 340 sec: 22607686 operations; 30000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=30000, Max=98303999, Min=81920000, Avg=87757073.07, 90=98238463, 99=98303999, 99.9=98303999, 99.99=98303999] 
2025-05-01 05:22:00:301 341 sec: 22632686 operations; 25000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=25000, Max=98172927, Min=81788928, Avg=89208913.92, 90=98107391, 99=98172927, 99.9=98172927, 99.99=98172927] 
2025-05-01 05:22:01:301 342 sec: 22655686 operations; 23000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=23000, Max=98041855, Min=81788928, Avg=90338526.61, 90=97910783, 99=98041855, 99.9=98041855, 99.99=98041855] 
2025-05-01 05:22:02:301 343 sec: 22676686 operations; 21000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=21000, Max=97583103, Min=84803584, Avg=90350738.29, 90=97517567, 99=97583103, 99.9=97583103, 99.99=97583103] 
2025-05-01 05:22:03:301 344 sec: 22698686 operations; 22000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=22000, Max=97189887, Min=84410368, Avg=89817088, 90=97058815, 99=97189887, 99.9=97189887, 99.99=97189887] 
2025-05-01 05:22:04:301 345 sec: 22718686 operations; 20000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=20000, Max=96796671, Min=84082688, Avg=89761382.4, 90=96731135, 99=96796671, 99.9=96796671, 99.99=96796671] 
2025-05-01 05:22:05:301 346 sec: 22733686 operations; 15000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=15000, Max=96403455, Min=86835200, Avg=91363737.6, 90=96337919, 99=96403455, 99.9=96403455, 99.99=96403455] 
2025-05-01 05:22:06:301 347 sec: 22748686 operations; 15000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=15000, Max=96010239, Min=86310912, Avg=90870033.07, 90=95944703, 99=96010239, 99.9=96010239, 99.99=96010239] 
2025-05-01 05:22:07:301 348 sec: 22764686 operations; 16000 current ops/sec; [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=16000, Max=95551487, Min=85721088, Avg=90656768, 90=95485951, 99=95551487, 99.9=95551487, 99.99=95551487] 
